p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
3.17093716908978e-46,0.675722751067661,0.296,0.204,5.73368858914813e-42,Macrophage,IFNAR2
6.43854546037256e-46,1.07848273533983,0.343,0.268,1.16421779014457e-41,Macrophage,DOCK5
8.38403712839367e-46,1.15889743761069,0.353,0.284,1.51600159355614e-41,Macrophage,LTA4H
1.47931951626868e-45,0.591007240273753,0.351,0.257,2.67490554931702e-41,Macrophage,TAP2
1.76615513346529e-45,0.994999017254254,0.414,0.346,3.19356171233195e-41,Macrophage,ABCC5
8.06304527705342e-45,0.655855894682558,0.258,0.17,1.4579598469968e-40,Macrophage,PARP4
2.75376172548745e-44,0.522718850519231,0.287,0.19,4.97935195202641e-40,Macrophage,S100A4
4.9057770782078e-44,0.714778977516965,0.34,0.255,8.87062611281535e-40,Macrophage,CSGALNACT2
1.57341336564071e-43,0.328767820486841,0.466,0.364,2.84504604775153e-39,Macrophage,ATM
5.18796250763194e-43,0.978143400619417,0.259,0.181,9.38087380630007e-39,Macrophage,CYB5R4
4.1832847171964e-42,0.84614445430434,0.269,0.188,7.56421542563452e-38,Macrophage,GANC
1.250448632202e-41,0.908249840406657,0.267,0.187,2.26106121674766e-37,Macrophage,EPB41L2
2.37978037477612e-41,0.965256947706347,0.338,0.267,4.30311887367018e-37,Macrophage,ABR
4.41524754344516e-41,0.44754040479788,0.619,0.547,7.98365060805754e-37,Macrophage,SYNGR2
6.45858556581846e-41,0.811734944523528,0.336,0.259,1.16784144201129e-36,Macrophage,TRIM14
1.00813388429672e-40,0.777305370829179,0.432,0.368,1.82290768958532e-36,Macrophage,CLCN7
2.08636969419607e-40,0.8233923394416,0.367,0.294,3.77257368104534e-36,Macrophage,DENND4B
1.12811279264402e-39,0.645033947585705,0.365,0.283,2.03985355165892e-35,Macrophage,TRIM38
2.2466828463443e-39,1.19359252252365,0.322,0.258,4.06245192275977e-35,Macrophage,ZNF385A
2.78897377800941e-39,0.855030456449446,0.297,0.221,5.04302238539662e-35,Macrophage,MAP3K11
3.15158206551332e-39,0.658705023293192,0.467,0.41,5.69869069086118e-35,Macrophage,ATP6AP1
1.20223117553701e-38,0.947078315054179,0.313,0.242,2.17387441160602e-34,Macrophage,RHOQ
2.76089885243634e-38,0.520648966963984,0.551,0.494,4.99225730497539e-34,Macrophage,ZFP36L1
7.04866308096928e-38,0.895310333281941,0.275,0.202,1.27453925830087e-33,Macrophage,IL10RB
1.07137814487565e-37,0.47126887005107,0.428,0.344,1.93726596156416e-33,Macrophage,CNTRL
2.04969435078166e-37,0.449664953027214,0.535,0.477,3.70625732508339e-33,Macrophage,FNBP1
2.05837328084189e-37,0.999730444539406,0.288,0.22,3.72195056641831e-33,Macrophage,SNX2
1.38375139708261e-36,0.888977367806224,0.306,0.226,2.50209927620477e-32,Macrophage,MAN1A1
2.65959335043818e-36,0.512770834899871,0.252,0.169,4.80907669626232e-32,Macrophage,GBP2
3.19240405962057e-36,0.588646056674113,0.434,0.371,5.77250502060591e-32,Macrophage,ITSN2
4.50158125454077e-36,0.342507972909016,0.295,0.207,8.13975922446062e-32,Macrophage,STK10
8.4624211220334e-36,1.10256443440939,0.289,0.223,1.53017498728608e-31,Macrophage,PNPLA6
2.17930330249232e-35,0.567478204613916,0.461,0.4,3.94061623156661e-31,Macrophage,UCP2
5.94157217370659e-35,1.15352029867289,0.33,0.272,1.07435508044963e-30,Macrophage,NINJ1
1.05492823638687e-34,0.516126342606054,0.421,0.352,1.90752123703474e-30,Macrophage,USP15
1.1725021746608e-34,0.967200017022231,0.331,0.27,2.12011843222166e-30,Macrophage,ZFYVE16
2.3884810444526e-34,0.916298837199284,0.309,0.242,4.31885142457918e-30,Macrophage,SDCCAG8
4.21845093358936e-34,0.856882116793152,0.279,0.21,7.62780297811628e-30,Macrophage,KDM7A
5.84639409049591e-34,0.929031043785431,0.363,0.309,1.05714497944347e-29,Macrophage,ATP6V0B
1.24555430016315e-33,0.575805700304297,0.505,0.449,2.252211285555e-29,Macrophage,VAMP8
4.92448162512439e-33,0.536037120172086,0.34,0.262,8.90444767454992e-29,Macrophage,EPS15
1.72368967909226e-32,0.66082643270485,0.294,0.221,3.11677567773463e-28,Macrophage,LYST
2.98552485598384e-32,1.05630740475029,0.297,0.237,5.39842604458998e-28,Macrophage,ANKS1A
5.42868336104275e-32,0.583708257625581,0.466,0.41,9.8161452534375e-28,Macrophage,ZYX
1.44086325629774e-31,0.593273252248762,0.379,0.307,2.60536894003757e-27,Macrophage,STK17B
1.77626757757423e-31,0.832859539125518,0.264,0.192,3.21184703376973e-27,Macrophage,S100A10
2.00520316516025e-30,0.587093820061671,0.344,0.28,3.62580836324277e-26,Macrophage,PTPN6
5.81668717008707e-30,0.915167663677005,0.332,0.279,1.05177337409514e-25,Macrophage,LAMP2
8.09695914227116e-30,0.67858428983969,0.43,0.383,1.46409215210547e-25,Macrophage,CKLF
1.59131598502655e-29,0.948649288635375,0.323,0.27,2.877417564125e-25,Macrophage,IRAK1
2.860646498154e-29,0.715550569952309,0.327,0.265,5.17262099796206e-25,Macrophage,NXF1
2.92401909209728e-29,0.464738220730205,0.738,0.722,5.2872113223303e-25,Macrophage,ACTB
6.87957121645752e-29,0.813946076660713,0.253,0.191,1.24396406735985e-24,Macrophage,PIAS1
1.11369694043017e-28,0.772764643016137,0.472,0.439,2.01378680768584e-24,Macrophage,LITAF
1.1763363418276e-28,0.828818395648384,0.281,0.219,2.12705137329266e-24,Macrophage,MAPKAPK3
1.21636352225391e-28,0.624083329059473,0.326,0.26,2.19942852093952e-24,Macrophage,SLC4A7
1.24191927217958e-28,0.541427010573469,0.403,0.342,2.24563842795511e-24,Macrophage,TBC1D2B
2.60772186688839e-28,0.388682929424785,0.341,0.263,4.71528267970759e-24,Macrophage,FAM118A
3.12185261951532e-28,0.443152704986305,0.51,0.467,5.6449339066076e-24,Macrophage,GRK2
3.84358352757809e-28,0.69775462093854,0.272,0.208,6.94996773456671e-24,Macrophage,MGAT5
7.37548611316914e-28,0.647262193058223,0.446,0.404,1.33363539898324e-23,Macrophage,GNAQ
1.28633099317099e-27,0.355876800135901,0.762,0.717,2.32594370185178e-23,Macrophage,OAZ1
6.92578488651318e-27,0.746186072104233,0.398,0.352,1.25232042317931e-22,Macrophage,BAZ2B
2.69396913425299e-26,0.707764587582167,0.363,0.311,4.87123498855626e-22,Macrophage,ENGASE
1.13774633571326e-25,0.695322293453802,0.303,0.247,2.05727292423672e-21,Macrophage,VPS8
1.44555122883109e-25,0.660537319907215,0.281,0.22,2.61384573197239e-21,Macrophage,MAP7D1
1.45113085922615e-25,0.492011999468356,0.372,0.311,2.62393481965273e-21,Macrophage,MBNL1
1.62295150056227e-25,0.719981256166385,0.375,0.329,2.93462090331669e-21,Macrophage,SUSD6
2.88499248466549e-25,0.903630568762898,0.452,0.429,5.21664341077213e-21,Macrophage,LGALS1
1.20915713381006e-24,1.14611097559971,0.258,0.208,2.18639792935535e-20,Macrophage,ADAM9
1.39989316248216e-24,0.553824542213757,0.404,0.353,2.53128681640025e-20,Macrophage,FAM111A
3.54121425393682e-24,0.498261849717291,0.322,0.261,6.40322361396857e-20,Macrophage,UBA7
1.18969553985099e-23,0.499428888222202,0.317,0.255,2.15120747515855e-19,Macrophage,APOL6
1.59527659794974e-23,0.547208561531785,0.405,0.361,2.88457914441271e-19,Macrophage,AP3B1
2.59917209025103e-23,0.626987700806752,0.483,0.458,4.69982297359191e-19,Macrophage,ANXA5
1.04904076107181e-22,1.20551729042165,0.275,0.232,1.89687550417005e-18,Macrophage,BLVRB
1.10594633825396e-22,0.721913415952182,0.306,0.254,1.99977216883081e-18,Macrophage,SPAG9
2.36493134080128e-22,0.81690870475496,0.282,0.232,4.27626885043687e-18,Macrophage,PHC2
7.08339985284313e-22,0.651352565342802,0.318,0.268,1.28082036139109e-17,Macrophage,CHPT1
1.69237369257002e-21,0.773089234156855,0.339,0.299,3.06015011090511e-17,Macrophage,SCAMP2
1.97844250606899e-21,0.562252329157994,0.458,0.429,3.57741973947394e-17,Macrophage,MARCKS
3.50005517825824e-21,0.387367719065225,0.256,0.196,6.32879977332655e-17,Macrophage,NR3C1
4.89583799796455e-21,0.797406684591754,0.363,0.328,8.8526542679195e-17,Macrophage,SH3BGRL3
6.39167750514849e-21,0.743534148150203,0.323,0.283,1.15574312648095e-16,Macrophage,GRB2
1.26793679896076e-20,0.594441094395644,0.393,0.356,2.29268331988085e-16,Macrophage,CAT
2.594405508599e-20,0.639564107028253,0.345,0.306,4.69120404064872e-16,Macrophage,ERP44
3.47187868693315e-20,0.855641510546477,0.287,0.243,6.27785104171252e-16,Macrophage,AMDHD2
3.99202729231986e-20,0.79815939999507,0.251,0.2,7.21838374997276e-16,Macrophage,SOD2
6.51322347248414e-20,0.641371222689437,0.328,0.284,1.17772106829458e-15,Macrophage,SNX13
1.22891106661117e-19,1.10272617405928,0.334,0.299,2.22211699064632e-15,Macrophage,LGALS3
1.45695384937518e-19,0.300757485748828,0.536,0.506,2.63446395044021e-15,Macrophage,RNF213
1.67406863558252e-19,0.661352241652996,0.344,0.303,3.0270509068603e-15,Macrophage,STX4
2.6204883185142e-19,0.447542098603452,0.443,0.411,4.73836697753737e-15,Macrophage,DBNL
5.548335732582e-19,0.312296970477977,0.303,0.245,1.00325006716548e-14,Macrophage,SP110
5.7049382526153e-19,0.52339984362582,0.398,0.359,1.0315669348379e-14,Macrophage,STAT2
7.33125569464427e-19,0.413597039282541,0.545,0.516,1.32563765470558e-14,Macrophage,MAT2A
8.04396136474286e-19,0.469195764887677,0.47,0.449,1.4545090939728e-14,Macrophage,USF2
1.2071842010368e-18,0.462521850956523,0.49,0.46,2.18283047231473e-14,Macrophage,PLXNB2
1.22547410062753e-18,0.521777773008505,0.374,0.336,2.21590226875471e-14,Macrophage,MAX
1.59007971604666e-18,0.695112733865304,0.339,0.303,2.87518214255557e-14,Macrophage,FAM91A1
2.06942425156279e-18,0.55277617238497,0.255,0.206,3.74193293167583e-14,Macrophage,KLHL5
3.31532982560584e-18,0.811519791814638,0.345,0.313,5.99477939066048e-14,Macrophage,PRKCD
3.45521774148317e-18,0.651404522795102,0.36,0.326,6.24772472014987e-14,Macrophage,TENT2
5.71225478585067e-18,0.480098760237686,0.252,0.198,1.03288991037752e-13,Macrophage,MYOF
6.0086626524319e-18,0.409329574575421,0.51,0.476,1.08648638081274e-13,Macrophage,CTNND1
7.71847158934534e-18,0.432305410103826,0.497,0.474,1.39565403278543e-13,Macrophage,CNDP2
7.98686543330407e-18,0.418668173002139,0.404,0.367,1.44418500765004e-13,Macrophage,IVNS1ABP
1.11516492496634e-17,0.763232576161119,0.303,0.267,2.01644121732413e-13,Macrophage,GLB1
2.94432038336066e-17,0.317523463856365,0.598,0.589,5.32392011719275e-13,Macrophage,RSRP1
3.48937845674005e-17,0.94194508496481,0.307,0.275,6.30949412547736e-13,Macrophage,RNF144B
3.64186627946023e-17,0.351843941093535,0.511,0.484,6.58522260651999e-13,Macrophage,TCIRG1
3.80642581699094e-17,0.519945959213925,0.526,0.508,6.88277916228302e-13,Macrophage,CD63
3.91667620808201e-17,0.620692699358767,0.289,0.247,7.0821339194539e-13,Macrophage,DEGS1
5.1152771566821e-17,0.792011491901138,0.3,0.263,9.24944415471258e-13,Macrophage,NAAA
5.16939129829133e-17,0.55061089208548,0.274,0.229,9.34729334557038e-13,Macrophage,TAB2
6.67905025622011e-17,0.523857323901897,0.303,0.26,1.20770586732972e-12,Macrophage,INPP5B
6.78688864286815e-17,0.549028736228698,0.259,0.212,1.22720520440342e-12,Macrophage,ATP2B1
7.43617833267912e-17,0.500090972849536,0.318,0.275,1.34460976611504e-12,Macrophage,PIKFYVE
7.69815021101951e-17,0.535309204217127,0.363,0.329,1.39197952115655e-12,Macrophage,CERT1
7.78112861512695e-17,0.550429889160173,0.414,0.386,1.40698367618726e-12,Macrophage,WASF2
1.25305489928255e-16,0.70525300450049,0.321,0.286,2.26577386888271e-12,Macrophage,ATF6
1.29247802555598e-16,0.736975885110905,0.304,0.271,2.33705876581032e-12,Macrophage,STX6
3.95314045251614e-16,0.593880771385671,0.387,0.361,7.14806856623968e-12,Macrophage,NUDT3
8.01607918905203e-16,0.532541218238566,0.41,0.384,1.44946743896439e-11,Macrophage,SERPINB6
1.92435471130082e-15,0.606463517434978,0.338,0.306,3.47961818897415e-11,Macrophage,SPPL2A
2.45052032609656e-15,0.430903240085052,0.361,0.321,4.4310308536478e-11,Macrophage,PRMT2
5.45367034184563e-15,0.310501754683046,0.519,0.48,9.86132671212528e-11,Macrophage,MGAT4A
5.75138614393742e-15,0.261356612507653,0.47,0.436,1.03996564254676e-10,Macrophage,PNRC1
6.61930656185236e-15,0.947742255560114,0.26,0.228,1.19690301251414e-10,Macrophage,ACP2
1.0239525642288e-14,0.576851007669525,0.26,0.219,1.85151102663852e-10,Macrophage,MIS18BP1
3.43038152650364e-14,0.64094731471095,0.3,0.267,6.20281587622389e-10,Macrophage,ACAP2
5.51958254360081e-14,0.548733985321469,0.335,0.306,9.98050915533899e-10,Macrophage,CAPZB
5.78513833793033e-14,0.56248387726033,0.39,0.369,1.04606871426456e-09,Macrophage,SPG21
6.55421614355091e-14,0.638491211286353,0.311,0.281,1.18513336307688e-09,Macrophage,GNAI2
9.89121845346174e-14,0.855663654393947,0.269,0.238,1.78853012075495e-09,Macrophage,TBC1D14
1.65761204122517e-13,0.381666025132781,0.438,0.418,2.99729409294334e-09,Macrophage,LRCH4
1.6751992882591e-13,0.459938536103558,0.255,0.214,3.02909535303011e-09,Macrophage,TBRG1
3.87138090283491e-13,0.329559765484727,0.301,0.255,7.00023094850609e-09,Macrophage,UTRN
8.82638091753028e-13,0.441420765549114,0.327,0.294,1.59598619750783e-08,Macrophage,NIN
1.19926315851378e-12,0.34775172641138,0.413,0.386,2.16850764322461e-08,Macrophage,TNK2
1.39236215744341e-12,0.586585642711631,0.376,0.357,2.51766925308917e-08,Macrophage,GNA13
3.90798436772414e-12,0.64275993872708,0.281,0.25,7.06641733371878e-08,Macrophage,VEGFB
4.32837840729981e-12,0.263560226407935,0.592,0.573,7.82657383607951e-08,Macrophage,TBC1D9B
5.79446334643059e-12,0.399272078104024,0.455,0.445,1.04775486230158e-07,Macrophage,NCOR2
8.24975401269708e-12,0.789335709034927,0.277,0.253,1.49172052057589e-07,Macrophage,GNG10
1.16378444561191e-11,0.82548142801326,0.251,0.223,2.10435503455546e-07,Macrophage,ATP6V1C1
1.50741248445484e-11,0.414108348635109,0.28,0.243,2.72570325439124e-07,Macrophage,CHKB
3.1462028636711e-11,0.258984893912722,0.438,0.413,5.68896401809008e-07,Macrophage,N4BP2L2
4.17395681090005e-11,0.682045209713774,0.342,0.327,7.54734870546947e-07,Macrophage,CYFIP1
4.18051464069157e-11,0.584539585653713,0.281,0.253,7.5592065732985e-07,Macrophage,RFX5
5.48635648019529e-11,0.766812871234081,0.26,0.235,9.92042978748912e-07,Macrophage,RNASEK
6.65559721967644e-11,0.68501297230711,0.289,0.265,1.20346508926189e-06,Macrophage,RGS10
7.78005292547482e-11,0.495737178328738,0.366,0.348,1.40678916998436e-06,Macrophage,PTTG1IP
7.82827036917699e-11,0.250385046030876,0.648,0.629,1.41550784815458e-06,Macrophage,TMSB10
1.08826129096247e-10,0.605591123044081,0.269,0.241,1.96779406631834e-06,Macrophage,AKAP10
1.44617626534605e-10,0.557735399706327,0.342,0.325,2.61497592299874e-06,Macrophage,PLEKHB2
2.45586288929881e-10,0.615723615605896,0.288,0.265,4.44069127643011e-06,Macrophage,GNPTG
4.40954396062852e-10,0.470194416722154,0.382,0.371,7.97333738960848e-06,Macrophage,CRTAP
4.53413378959352e-10,0.452339485073034,0.397,0.386,8.19862071834301e-06,Macrophage,TYK2
7.35544685278255e-10,0.708874268635466,0.257,0.232,1.33001189992014e-05,Macrophage,ETV6
7.62664208834272e-10,0.294734539050909,0.275,0.242,1.37904942241413e-05,Macrophage,MED15
9.87652704331288e-10,0.551253912656719,0.274,0.248,1.78587361997183e-05,Macrophage,WDR70
9.95700815614734e-10,0.468397031756428,0.304,0.279,1.80042621479456e-05,Macrophage,JMJD1C
1.16252456422727e-09,0.444002914443601,0.335,0.313,2.10207691703575e-05,Macrophage,RABGGTB
2.07971257404506e-09,0.360147890017272,0.441,0.432,3.76053627638828e-05,Macrophage,GPATCH2L
2.65736809798962e-09,0.519041553284625,0.267,0.241,4.80505299478483e-05,Macrophage,ARHGAP17
3.43636245208405e-09,0.679221128932775,0.258,0.236,6.21363058585839e-05,Macrophage,AKIRIN2
5.07042846123424e-09,0.677314642673004,0.252,0.229,9.16834874360376e-05,Macrophage,MAP3K2
5.20875430844471e-09,0.670550834599685,0.315,0.303,9.41846954052972e-05,Macrophage,TSPO
5.76849257457631e-09,0.362676526310624,0.293,0.266,0.000104305882733489,Macrophage,MORC3
5.85746689232471e-09,0.442474869795274,0.256,0.228,0.000105914716347015,Macrophage,MAP3K1
7.01926010921592e-09,0.31715870586427,0.398,0.383,0.000126922261294842,Macrophage,EP300
9.40821194940699e-09,0.319968905682771,0.487,0.485,0.000170119288469177,Macrophage,TUT7
1.5135295122518e-08,0.310301703896816,0.264,0.234,0.00027367640640537,Macrophage,USP24
2.29379480649421e-08,0.40988223986129,0.347,0.331,0.000414763976910282,Macrophage,NRDC
2.69014485546296e-08,0.580101832761767,0.255,0.233,0.000486431992764813,Macrophage,WDR11
2.86169479078398e-08,0.7790615596309,0.266,0.25,0.000517451652069559,Macrophage,ATP6V0D1
2.86544014221739e-08,0.271399549448169,0.481,0.473,0.000518128886515749,Macrophage,KIAA0100
2.91387467310603e-08,0.550007912482923,0.285,0.265,0.000526886818391032,Macrophage,SERPINB1
3.13958361811517e-08,0.792557194573594,0.253,0.236,0.000567699509827584,Macrophage,GBA
3.15440974590987e-08,0.575047849622326,0.291,0.276,0.000570380370255423,Macrophage,PEA15
5.98235591601117e-08,0.650538888086305,0.274,0.256,0.00108172959673314,Macrophage,IGF2R
8.01738345754247e-08,0.272162065573068,0.311,0.281,0.00144970327679283,Macrophage,FNDC3B
1.01188291917627e-07,0.255467253809134,0.37,0.348,0.00182968669445454,Macrophage,TAP1
1.21261826510098e-07,0.284049920060501,0.264,0.235,0.00219265634695559,Macrophage,FNDC3A
1.85184585701821e-07,0.663644301464287,0.282,0.271,0.00334850767866032,Macrophage,ATP6V1A
1.93134932806095e-07,0.309447587102412,0.466,0.469,0.00349226585499981,Macrophage,SNX1
6.54835950789417e-07,0.724566698975847,0.286,0.277,0.0118407436621742,Macrophage,ST14
6.78922462329711e-07,0.53482738707895,0.262,0.243,0.0122762759638458,Macrophage,DELE1
7.83842283960472e-07,0.288557284459205,0.459,0.459,0.0141734361785733,Macrophage,ANKRD13D
9.88536011120269e-07,0.570252785760406,0.303,0.295,0.0178747081530767,Macrophage,CAPZA2
1.03781394402357e-06,0.339526572787158,0.381,0.373,0.0187657517358342,Macrophage,CCNL1
1.2021568744072e-06,0.582185988065923,0.324,0.317,0.0217374006030311,Macrophage,SHTN1
1.27548663142328e-06,0.51234478059858,0.295,0.283,0.0230633492693957,Macrophage,PPP1R21
1.52619585001806e-06,0.402988574272497,0.362,0.36,0.0275966733600265,Macrophage,ATP2C1
2.19111538879042e-06,0.353516682319636,0.395,0.395,0.0396197484601084,Macrophage,DNM2
2.83125193975589e-06,0.473287683256092,0.267,0.251,0.051194697574666,Macrophage,DCP2
3.07514375534372e-06,0.368795732406656,0.382,0.383,0.0556047493841251,Macrophage,NUFIP2
3.43019824709243e-06,0.544178282521675,0.461,0.472,0.0620248447039254,Macrophage,S100A11
3.55082308684387e-06,0.552265640439444,0.255,0.239,0.0642059830563108,Macrophage,TMBIM1
5.15856091004087e-06,0.476722092016017,0.336,0.332,0.0932770983753591,Macrophage,MINK1
6.55896967172162e-06,0.458169022615763,0.252,0.236,0.11859928960407,Macrophage,FER
7.79653454041564e-06,0.529286352241979,0.313,0.308,0.140976937559796,Macrophage,YBX1
1.09776378883209e-05,0.422954660211367,0.298,0.288,0.198497648296619,Macrophage,ARPC2
1.11945604056319e-05,0.616001084898336,0.286,0.282,0.202420041254636,Macrophage,CACUL1
1.12426401856791e-05,0.342693774244253,0.319,0.307,0.20328941983745,Macrophage,TLN1
1.30519360709408e-05,0.288287462489125,0.386,0.382,0.236005108034752,Macrophage,PPP1R9B
1.42266905724944e-05,0.586141177474787,0.252,0.24,0.257247018931845,Macrophage,SLC12A9
1.69711497214103e-05,0.403126967582449,0.333,0.327,0.306872329262542,Macrophage,SIN3B
3.265466165172e-05,0.419564761400346,0.344,0.344,0.590461591986401,Macrophage,TMEM219
3.69368839459797e-05,0.258106312693123,0.405,0.407,0.667892735511205,Macrophage,CYBC1
3.81884610191314e-05,0.519308360902788,0.291,0.286,0.690523752147933,Macrophage,CMTM6
4.07095852836475e-05,0.323252560865945,0.365,0.366,0.736110721098914,Macrophage,RELCH
4.32870634880354e-05,0.367302297647151,0.375,0.376,0.782716681990655,Macrophage,PBRM1
4.86550394742077e-05,0.415354375149479,0.367,0.369,0.879780423772623,Macrophage,ZMIZ2
5.30566410003325e-05,0.268619500730124,0.328,0.319,0.959370182568013,Macrophage,SETX
5.78185680748916e-05,0.422741007166842,0.395,0.407,1,Macrophage,PDXK
5.9613270864471e-05,0.326440406180127,0.37,0.371,1,Macrophage,SPG11
5.98815895741752e-05,0.447730470520402,0.3,0.295,1,Macrophage,BNIP2
8.83342676781856e-05,0.432796239675538,0.277,0.268,1,Macrophage,VPS35L
9.6330030323643e-05,0.49176878418262,0.309,0.306,1,Macrophage,STK38L
0.000101228461631814,0.319288343182306,0.378,0.384,1,Macrophage,SCAF11
0.000132902369909485,0.40586925961083,0.379,0.385,1,Macrophage,AFF1
0.000152836246743123,0.384064519250574,0.32,0.319,1,Macrophage,VPS41
0.000285258671353515,0.516819953988009,0.266,0.261,1,Macrophage,DNAJC13
0.000321103454827352,0.27609526543098,0.207,0.252,1,Macrophage,UQCR10
0.000324589871955249,0.347370020762391,0.374,0.382,1,Macrophage,ARPC4
0.000394059173626755,0.272695239829752,0.408,0.415,1,Macrophage,FLII
0.000417352255113352,0.379066496803522,0.348,0.346,1,Macrophage,JUN
0.00048539248072826,0.503383182838585,0.265,0.262,1,Macrophage,NFE2L2
0.000578122220280972,0.432426971503614,0.274,0.272,1,Macrophage,MAPKAP1
0.000627563896303363,0.543406171668422,0.288,0.29,1,Macrophage,H2AFY
0.000671163786823998,0.44415893640163,0.306,0.304,1,Macrophage,JUNB
0.00076341330317656,0.406141888005357,0.342,0.35,1,Macrophage,SCP2
0.000773151748156027,0.660055906350116,0.264,0.263,1,Macrophage,RTN3
0.000795911293030224,0.415220935055519,0.251,0.244,1,Macrophage,MAP3K5
0.000893926270687442,0.328999397300016,0.269,0.263,1,Macrophage,SAP25
0.00115567904446744,0.334681296636545,0.326,0.329,1,Macrophage,UGCG
0.00123303629170667,0.362182573564656,0.252,0.245,1,Macrophage,EIF4G3
0.0012909216793924,0.510169045935079,0.292,0.294,1,Macrophage,RAB5C
0.00137825182450049,0.650574238118415,0.302,0.307,1,Macrophage,TFRC
0.00161363814945387,0.400489409658086,0.374,0.388,1,Macrophage,NUCB1
0.00194375208587232,0.258352690143308,0.322,0.322,1,Macrophage,PSMB10
0.0021057274560254,0.405430426711841,0.316,0.321,1,Macrophage,DPP9
0.00220294084744729,0.367641482959571,0.26,0.253,1,Macrophage,TSPAN3
0.00258538379885387,0.3918914721495,0.319,0.319,1,Macrophage,RUNX1
0.00263358119247787,0.33953264407236,0.217,0.26,1,Macrophage,GDE1
0.00325929123741325,0.522887626848867,0.26,0.261,1,Macrophage,USF1
0.00352201449924218,0.294396904954851,0.406,0.47,1,Macrophage,ANXA2
0.00363482121986768,0.383982704783889,0.268,0.266,1,Macrophage,LMBRD1
0.00374244706551736,0.422929663666529,0.27,0.268,1,Macrophage,RUFY3
0.00407478930071963,0.324001929608844,0.239,0.283,1,Macrophage,TMEM14C
0.00450356376378915,0.283429319534316,0.274,0.269,1,Macrophage,KIAA1109
0.00507779404207922,0.281106482709973,0.372,0.387,1,Macrophage,GNB1
0.00755792945844125,0.288163917939728,0.349,0.356,1,Macrophage,B4GALT1
0.00842905535343264,0.288642470922047,0.26,0.256,1,Macrophage,DDHD1
0.00976282643055857,0.526941237825871,0.262,0.268,1,Macrophage,BNIP3L
0,7.09278503814096,0.889,0.146,0,Plasma B,JCHAIN
0,7.07102732231483,0.96,0.454,0,Plasma B,IGKC
0,7.00000953025627,0.743,0.34,0,Plasma B,IGHA1
0,6.9903424858553,0.685,0.32,0,Plasma B,IGHG1
0,6.65002592270053,0.308,0.009,0,Plasma B,IGLC1
0,5.36005847601264,0.809,0.027,0,Plasma B,DERL3
0,4.75043793730886,0.723,0.017,0,Plasma B,FCRL5
0,4.70678286193332,0.941,0.178,0,Plasma B,MZB1
0,4.50317150441186,0.522,0.01,0,Plasma B,TNFRSF17
0,4.31596291922482,0.975,0.42,0,Plasma B,TXNDC5
0,4.20519865805371,0.741,0.032,0,Plasma B,POU2AF1
0,4.06437483616802,0.512,0.024,0,Plasma B,IRF4
0,4.0519789148664,0.861,0.141,0,Plasma B,PIM2
0,3.88109630230373,0.685,0.045,0,Plasma B,CD38
0,3.75110013305904,0.81,0.149,0,Plasma B,PDK1
0,3.67873852438291,0.895,0.194,0,Plasma B,ITM2C
0,3.4285759676738,0.864,0.224,0,Plasma B,TENT5C
0,3.35799704087818,0.91,0.327,0,Plasma B,SSR4
0,3.31515722508764,0.29,0.008,0,Plasma B,ZNF215
0,3.24466998305594,0.629,0.042,0,Plasma B,CD79A
0,3.18831377757682,0.842,0.249,0,Plasma B,SEC11C
0,3.18100322099245,0.585,0.043,0,Plasma B,SLAMF7
0,3.08651984823593,0.818,0.227,0,Plasma B,UBE2J1
0,3.07758877990874,0.676,0.122,0,Plasma B,DNAJB9
0,3.06631872070593,0.27,0.017,0,Plasma B,SPAG4
0,2.9735002812898,0.289,0.011,0,Plasma B,KCNN3
0,2.88028209809999,0.403,0.022,0,Plasma B,CPNE5
0,2.79376596355297,0.799,0.269,0,Plasma B,TXNDC11
0,2.75810830673244,0.293,0.016,0,Plasma B,NUGGC
0,2.69898592519813,0.84,0.326,0,Plasma B,BTG2
0,2.67117846802818,0.777,0.207,0,Plasma B,FKBP11
0,2.65052829976978,0.257,0.013,0,Plasma B,P2RX1
0,2.6301491623144,0.513,0.045,0,Plasma B,LAX1
0,2.61705710930655,0.262,0.014,0,Plasma B,SLC38A5
0,2.5823950364341,0.452,0.047,0,Plasma B,ZBP1
0,2.53834722478722,0.861,0.364,0,Plasma B,HERPUD1
0,2.48793363773315,0.795,0.304,0,Plasma B,SEL1L
0,2.48700157692759,0.746,0.144,0,Plasma B,PRDM1
0,2.47320520926888,0.654,0.19,0,Plasma B,CPEB4
0,2.4273457617137,0.46,0.059,0,Plasma B,CASP10
0,2.40812485663087,0.712,0.132,0,Plasma B,ST6GAL1
0,2.34987887208751,0.603,0.213,0,Plasma B,TP53INP1
0,2.32068529440722,0.596,0.202,0,Plasma B,PRDX4
0,2.3162188832489,0.781,0.223,0,Plasma B,SEL1L3
0,2.28343857563087,0.739,0.172,0,Plasma B,ISG20
0,2.26969366582605,0.685,0.232,0,Plasma B,CRELD2
0,2.23996253157037,0.511,0.097,0,Plasma B,HSH2D
0,2.19835964075523,0.374,0.071,0,Plasma B,DENND5B
0,2.19526110275825,0.44,0.091,0,Plasma B,HSPA13
0,2.13494651092193,0.451,0.065,0,Plasma B,CD27
0,2.09848080530746,0.973,0.61,0,Plasma B,XBP1
0,2.07846666428382,0.614,0.18,0,Plasma B,SEC14L1
